primary_tag,entry_month,time_index,post_chatgpt,exposure_index,high_tag,n_eligible_entrants,established_one_shot_share_365d,established_repeat_high_intensity_share_365d,established_repeat_low_intensity_share_365d,established_repeat_total_share_365d,high_post,exposure_post
excel,2024-04,52,1,0.5121987286806099,1,111,0.43243243243243246,0.018018018018018018,0.036036036036036036,0.05405405405405406,1,0.5121987286806099
excel,2024-05,53,1,0.5121987286806099,1,120,0.4,0.008333333333333333,0.05,0.058333333333333334,1,0.5121987286806099
excel,2024-06,54,1,0.5121987286806099,1,96,0.40625,0.0,0.010416666666666666,0.010416666666666666,1,0.5121987286806099
excel,2024-07,55,1,0.5121987286806099,1,80,0.4,0.0,0.0,0.0,1,0.5121987286806099
excel,2024-08,56,1,0.5121987286806099,1,85,0.4117647058823529,0.0,0.047058823529411764,0.047058823529411764,1,0.5121987286806099
excel,2024-09,57,1,0.5121987286806099,1,101,0.3465346534653465,0.0,0.019801980198019802,0.019801980198019802,1,0.5121987286806099
excel,2024-10,58,1,0.5121987286806099,1,92,0.5,0.0,0.03260869565217391,0.03260869565217391,1,0.5121987286806099
excel,2024-11,59,1,0.5121987286806099,1,67,0.3582089552238806,0.0,0.05970149253731343,0.05970149253731343,1,0.5121987286806099
excel,2024-12,60,1,0.5121987286806099,1,67,0.47761194029850745,0.0,0.029850746268656716,0.029850746268656716,1,0.5121987286806099
firebase,2020-01,1,0,-0.8269317640104322,0,417,0.5251798561151079,0.12470023980815348,0.19184652278177458,0.3165467625899281,0,-0.0
firebase,2020-02,2,0,-0.8269317640104322,0,369,0.5718157181571816,0.05420054200542006,0.15718157181571815,0.2113821138211382,0,-0.0
firebase,2020-03,3,0,-0.8269317640104322,0,382,0.5523560209424084,0.04450261780104712,0.17539267015706805,0.21989528795811517,0,-0.0
firebase,2020-04,4,0,-0.8269317640104322,0,548,0.5328467153284672,0.041970802919708027,0.17518248175182483,0.21715328467153286,0,-0.0
firebase,2020-05,5,0,-0.8269317640104322,0,542,0.522140221402214,0.03690036900369004,0.14944649446494465,0.1863468634686347,0,-0.0
firebase,2020-06,6,0,-0.8269317640104322,0,569,0.48857644991212656,0.028119507908611598,0.1546572934973638,0.18277680140597538,0,-0.0
firebase,2020-07,7,0,-0.8269317640104322,0,507,0.5700197238658777,0.013806706114398421,0.14003944773175542,0.15384615384615383,0,-0.0
firebase,2020-08,8,0,-0.8269317640104322,0,495,0.5636363636363636,0.022222222222222223,0.1494949494949495,0.1717171717171717,0,-0.0
firebase,2020-09,9,0,-0.8269317640104322,0,414,0.6159420289855072,0.03864734299516908,0.1111111111111111,0.1497584541062802,0,-0.0
firebase,2020-10,10,0,-0.8269317640104322,0,381,0.5721784776902887,0.023622047244094488,0.11023622047244094,0.13385826771653542,0,-0.0
firebase,2020-11,11,0,-0.8269317640104322,0,418,0.5311004784688995,0.011961722488038277,0.14832535885167464,0.16028708133971292,0,-0.0
firebase,2020-12,12,0,-0.8269317640104322,0,367,0.5449591280653951,0.013623978201634877,0.10899182561307902,0.1226158038147139,0,-0.0
firebase,2021-01,13,0,-0.8269317640104322,0,446,0.5807174887892377,0.020179372197309416,0.1210762331838565,0.1412556053811659,0,-0.0
firebase,2021-02,14,0,-0.8269317640104322,0,385,0.5454545454545454,0.012987012987012988,0.13766233766233765,0.15064935064935064,0,-0.0
firebase,2021-03,15,0,-0.8269317640104322,0,463,0.5896328293736501,0.02159827213822894,0.11879049676025918,0.14038876889848811,0,-0.0
firebase,2021-04,16,0,-0.8269317640104322,0,455,0.545054945054945,0.015384615384615385,0.11208791208791209,0.12747252747252746,0,-0.0
firebase,2021-05,17,0,-0.8269317640104322,0,478,0.5460251046025104,0.0041841004184100415,0.08158995815899582,0.08577405857740586,0,-0.0
firebase,2021-06,18,0,-0.8269317640104322,0,459,0.5315904139433552,0.004357298474945534,0.13507625272331156,0.1394335511982571,0,-0.0
firebase,2021-07,19,0,-0.8269317640104322,0,352,0.5568181818181818,0.008522727272727272,0.10511363636363637,0.11363636363636365,0,-0.0
firebase,2021-08,20,0,-0.8269317640104322,0,388,0.5798969072164949,0.015463917525773196,0.11082474226804123,0.12628865979381443,0,-0.0
firebase,2021-09,21,0,-0.8269317640104322,0,361,0.5595567867036011,0.0110803324099723,0.11080332409972299,0.12188365650969529,0,-0.0
firebase,2021-10,22,0,-0.8269317640104322,0,366,0.6038251366120219,0.02459016393442623,0.13387978142076504,0.15846994535519127,0,-0.0
firebase,2021-11,23,0,-0.8269317640104322,0,278,0.60431654676259,0.007194244604316547,0.11510791366906475,0.1223021582733813,0,-0.0
firebase,2021-12,24,0,-0.8269317640104322,0,349,0.5702005730659025,0.011461318051575931,0.15472779369627507,0.166189111747851,0,-0.0
firebase,2022-01,25,0,-0.8269317640104322,0,358,0.5837988826815642,0.013966480446927373,0.10893854748603352,0.12290502793296089,0,-0.0
